,Page Title,Car Price,Item Condition,Car Location,Image Links,Brand,Mileage,Model,Seat Capacity,Variant,Type,Series,Manufactured Year,Country of Origin,Transmission,Engine CC,Compression Ratio,Peak Power (Bhp),Peak Torque (Nm),Engine Type,Fuel Type,Length(mm),Width(mm),Height(mm),Wheel Base (mm),Kerb Weight (kg),Fuel Tank (litres),Front Brakes,Rear Brakes,Front Suspension,Rear Suspension,Steering,Front Tyres,Rear Tyres,Front Rim(inches),Rear Rim(inches),Loan Monthly Payment,Interest Rate,Features
2828, 2018 Toyota VELLFIRE 2.5 ZG ALPINE GREAT DEAL,    RM 298 000     ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/78/786923035038715.jpg', 'https://img.rnudah.com/thumbs/78/789923039727984.jpg', 'https://img.rnudah.com/thumbs/78/786923037914536.jpg', 'https://img.rnudah.com/thumbs/78/782923037577769.jpg', 'https://img.rnudah.com/thumbs/78/782923039857597.jpg', 'https://img.rnudah.com/thumbs/78/782923033614106.jpg', 'https://img.rnudah.com/thumbs/78/780923030323977.jpg', 'https://img.rnudah.com/thumbs/78/789923035868465.jpg', 'https://img.rnudah.com/thumbs/78/789923036464458.jpg', 'https://img.rnudah.com/thumbs/78/782923034314243.jpg', 'https://img.rnudah.com/thumbs/78/788923032293641.jpg', 'https://img.rnudah.com/thumbs/78/783923033433555.jpg', 'https://img.rnudah.com/thumbs/78/783923035713383.jpg', 'https://img.rnudah.com/thumbs/78/781923032423254.jpg']",TOYOTA   ,  0 - 4 999  ,VELLFIRE   ,7 ,ZG ,4D WAGON ,DBA-AGH30W	 , 2018  ,JAPAN ,6 SP AUTOMATIC,2493 ,9.8  ,125 ,224 ,ELECTRONIC F/INJ ,PETROL ,4865 ,1830 ,1880 ,2950 ,1880 ,65 ,Ventilated Disc ,Solid Disc ,MCPHERSON STRUT TYPE COIL SPRING ,TORSION BEAM TYPE COIL SPRING , -,235/50R18 ,235/50R18 ,18 ,18 ,RM4 020/month,3.7,-
2829, 2018 Toyota VELLFIRE 2.5 ZG TRD BODYKIT GREAT DEAL,    RM 298 000     ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/78/782923030368111.jpg', 'https://img.rnudah.com/thumbs/78/785923030497724.jpg', 'https://img.rnudah.com/thumbs/78/785923038529194.jpg', 'https://img.rnudah.com/thumbs/78/782923036715746.jpg', 'https://img.rnudah.com/thumbs/78/780923032337775.jpg', 'https://img.rnudah.com/thumbs/78/781923034228764.jpg', 'https://img.rnudah.com/thumbs/78/781923036508592.jpg', 'https://img.rnudah.com/thumbs/78/786923031405015.jpg', 'https://img.rnudah.com/thumbs/78/787923031716313.jpg', 'https://img.rnudah.com/thumbs/78/781923036612736.jpg', 'https://img.rnudah.com/thumbs/78/787923030032478.jpg', 'https://img.rnudah.com/thumbs/78/786923037856794.jpg']",TOYOTA   ,  0 - 4 999  ,VELLFIRE   ,7 ,ZG ,4D WAGON ,DBA-AGH30W	 , 2018  ,JAPAN ,6 SP AUTOMATIC,2493 ,9.8  ,125 ,224 ,ELECTRONIC F/INJ ,PETROL ,4865 ,1830 ,1880 ,2950 ,1880 ,65 ,Ventilated Disc ,Solid Disc ,MCPHERSON STRUT TYPE COIL SPRING ,TORSION BEAM TYPE COIL SPRING , -,235/50R18 ,235/50R18 ,18 ,18 ,RM4 020/month,3.7,-
2830, Honda STREAM 2.0 FACELIFT (A) Perfect Condition,    RM 29 800     ,Used,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/77/774922033145856.jpg', 'https://img.rnudah.com/thumbs/77/775922031669175.jpg', 'https://img.rnudah.com/thumbs/77/776922030192494.jpg', 'https://img.rnudah.com/thumbs/77/778922035762451.jpg', 'https://img.rnudah.com/thumbs/77/770922032809089.jpg', 'https://img.rnudah.com/thumbs/77/772922038379046.jpg', 'https://img.rnudah.com/thumbs/77/774922035425684.jpg', 'https://img.rnudah.com/thumbs/77/775922033949003.jpg', 'https://img.rnudah.com/thumbs/77/776922032472322.jpg', 'https://img.rnudah.com/thumbs/77/777922030995641.jpg', 'https://img.rnudah.com/thumbs/77/777922039518960.jpg', 'https://img.rnudah.com/thumbs/77/778922038042279.jpg']",HONDA   ,  110 000 - 119 999  ,STREAM   ,7 ,iV ,4D WAGON ,RN3854PL FACELIFT , 2005  ,JAPAN ,5 SP AUTOMATIC,1998 ,9.8  ,115 ,190 ,MULTI POINT F/INJ ,PETROL ,1695 ,4550 ,1590 ,2720 ,1490 ,55 ,DV ,DC ,McSt; ,DWB; ,RACK &amp; PINION ,195/65 R16 ,195/65 R16 ,6Jx16 ,6Jx16 ,RM402/month,3.7,-
2831, 2016 Perodua ALZA 1.5 SE ZS FACELIFT (A),    RM 39 800     ,Used,   Johor   ,"['https://img.rnudah.com/thumbs/75/750920031470908.jpg', 'https://img.rnudah.com/thumbs/75/752920039320693.jpg', 'https://img.rnudah.com/thumbs/75/751920034553883.jpg', 'https://img.rnudah.com/thumbs/75/758920038983926.jpg', 'https://img.rnudah.com/thumbs/75/757920034217116.jpg', 'https://img.rnudah.com/thumbs/75/758920035020263.jpg', 'https://img.rnudah.com/thumbs/75/752920037636858.jpg', 'https://img.rnudah.com/thumbs/75/754920034683496.jpg', 'https://img.rnudah.com/thumbs/19/197903053202244.jpg', 'https://img.rnudah.com/thumbs/19/199903051440868.jpg']",PERODUA   ,  40 000 - 44 999  ,ALZA   ,7 ,SE ZS ,4D WAGON ,FACELIFT , 2016  ,MALAYSIA ,4 SP AUTOMATIC,1495 ,10  ,76 ,136 ,ELECTRONIC F/INJ ,PETROL ,1695 ,4270 ,1620 ,2750 ,1160 ,42 ,DV ,DR ,McSt;CS; ,TB;SB; ,RACK &amp; PINION ,185/55 R15 ,185/55 R15 , -, -,RM537/month,3.7,-
2832, Honda ACCORD 2.0 VTi-L FACELIFT (A),   RM 47 770      ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/15/152929042876355.jpg', 'https://img.rnudah.com/thumbs/71/711916032305559.jpg', 'https://img.rnudah.com/thumbs/71/712916030828878.jpg', 'https://img.rnudah.com/thumbs/71/712916039352197.jpg', 'https://img.rnudah.com/thumbs/71/713916037875516.jpg', 'https://img.rnudah.com/thumbs/71/714916036398835.jpg', 'https://img.rnudah.com/thumbs/71/715916034922154.jpg', 'https://img.rnudah.com/thumbs/71/716916033445473.jpg', 'https://img.rnudah.com/thumbs/71/717916031968792.jpg', 'https://img.rnudah.com/thumbs/71/718916030492111.jpg', 'https://img.rnudah.com/thumbs/71/718916039015430.jpg', 'https://img.rnudah.com/thumbs/71/719916037538749.jpg']",HONDA   ,  80 000 - 84 999  ,ACCORD   ,5 ,VTi-L ,4D SEDAN ,FACELIFT , 2011  ,MALAYSIA ,5 SP AUTOMATIC,1997 ,10.6  ,115 ,189 ,FUEL INJECTED ,PETROL ,1845 ,4950 ,1475 ,2800 ,1480 ,70 ,DV ,DS ,IndDWB;CS;SB; ,Ind;MLS;CS;SB; ,RACK &amp; PINION - POWER ASSISTED ,215/60 R16 95H ,215/60 R16 95H ,6.5Jx16 ,6.5Jx16 ,RM604/month,3.7,-
2833, 2015 Toyota ALPHARD 3.5 SAC FULL SPEC,    RM 285 000     ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/55/554928022542493.jpg', 'https://img.rnudah.com/thumbs/55/555928029589131.jpg', 'https://img.rnudah.com/thumbs/55/557928026635769.jpg', 'https://img.rnudah.com/thumbs/55/558928025159088.jpg', 'https://img.rnudah.com/thumbs/55/559928023682407.jpg', 'https://img.rnudah.com/thumbs/55/551928020729045.jpg', 'https://img.rnudah.com/thumbs/55/551928029252364.jpg', 'https://img.rnudah.com/thumbs/55/554928024822321.jpg', 'https://img.rnudah.com/thumbs/55/556928021868959.jpg', 'https://img.rnudah.com/thumbs/55/558928027438916.jpg']",TOYOTA   ,  10 000 - 14 999  ,ALPHARD   ,7 , -,4D WAGON ,ANH20R , 2015  ,JAPAN ,6 SP AUTO SPR ECT &amp; SQTL,3456 ,0  ,202 ,340 ,MULTI POINT F/INJ ,PETROL ,1830 ,4870 ,1905 ,2950 ,2085 ,65 ,DV ,DS ,McSt;SB; ,TB; ,RACK &amp; PINION - POWER ASSISTED ,215/60 R17 ,215/60 R17 ,17 ,17 ,RM3 844/month,3.7,-
2834, 2016 Lexus RX200T 2.0 JPN LIKE NEW UNREG,    RM 307 000     ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/42/428915028937687.jpg', 'https://img.rnudah.com/thumbs/42/429915027461006.jpg', 'https://img.rnudah.com/thumbs/42/420915025984325.jpg', 'https://img.rnudah.com/thumbs/42/421915024507644.jpg', 'https://img.rnudah.com/thumbs/42/422915023030963.jpg', 'https://img.rnudah.com/thumbs/42/423915021554282.jpg', 'https://img.rnudah.com/thumbs/42/424915020077601.jpg', 'https://img.rnudah.com/thumbs/42/424915028600920.jpg', 'https://img.rnudah.com/thumbs/42/426915025647558.jpg', 'https://img.rnudah.com/thumbs/42/427915024170877.jpg', 'https://img.rnudah.com/thumbs/42/428915022694196.jpg', 'https://img.rnudah.com/thumbs/42/429915021217515.jpg', 'https://img.rnudah.com/thumbs/42/429915029740834.jpg', 'https://img.rnudah.com/thumbs/42/420915028264153.jpg']",LEXUS   ,  10 000 - 14 999  ,RX200   ,5 ,T LUXURY ,4D WAGON ,MY2015 , 2016  ,JAPAN ,6 SP AUTOMATIC,1998 ,10  ,175 ,350 ,TURBO DIRECT F/INJ ,PETROL ,1895 ,4890 ,1690 ,2790 ,2070 ,72 ,DV ,DV ,McSt; ,DWB; ,RACK &amp; PINION - POWER ASSISTED ,235/55 R20 ,235/55 R20 ,8.5JX20 ,8.5JX20 ,RM4 141/month,3.7,-
2835, 2018 Toyota VELLFIRE 2.5 FACELIFT ZG SUNROOF,   RM 313 000      ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/14/149928043485189.jpg', 'https://img.rnudah.com/thumbs/77/774922039746097.jpg', 'https://img.rnudah.com/thumbs/77/779922033166973.jpg', 'https://img.rnudah.com/thumbs/77/778922032299893.jpg', 'https://img.rnudah.com/thumbs/77/770922031626359.jpg', 'https://img.rnudah.com/thumbs/14/149928045765017.jpg', 'https://img.rnudah.com/thumbs/77/775922037325929.jpg', 'https://img.rnudah.com/thumbs/77/777922036160546.jpg', 'https://img.rnudah.com/thumbs/77/776922031393736.jpg', 'https://img.rnudah.com/thumbs/14/146928046231397.jpg', 'https://img.rnudah.com/thumbs/14/149928041801354.jpg']",TOYOTA   ,  0 - 4 999  ,VELLFIRE   ,7 , -,4D VAN ,AH30 FACELIFT , 2018  ,JAPAN ,1 SP AUTOMATIC CONSTANTLY VARIABLE,2494 ,9.8  ,134 ,235 ,NATURALLY ASPIRATED ,PETROL ,4935 ,1850 ,1895 ,3000 ,2065 ,75 ,DV ,DV ,McSt ,DWB ,RACK AND PINION - POWER ,235/50 R18 ,235/50 R18 ,7Jx18 ,7Jx18 ,RM3 898/month,3.7,-
2836, 2014 Toyota WISH 1.8 S FACELIFT!!!!!!,   RM 113 000      ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/26/263930016955848.jpg', 'https://img.rnudah.com/thumbs/26/266930014209640.jpg', 'https://img.rnudah.com/thumbs/26/268930019779597.jpg', 'https://img.rnudah.com/thumbs/26/269930012059425.jpg', 'https://img.rnudah.com/thumbs/26/265930011722658.jpg', 'https://img.rnudah.com/thumbs/26/267930011153268.jpg', 'https://img.rnudah.com/thumbs/26/267930013433096.jpg', 'https://img.rnudah.com/thumbs/26/269930019003053.jpg', 'https://img.rnudah.com/thumbs/26/264930011619648.jpg']",TOYOTA   ,  10 000 - 14 999  ,WISH   ,7 ,S ,4D WAGON ,ZGE20G FACELIFT , 2014  ,JAPAN ,CONTINUOUS VARIABLE TRANSMISSION,1797 ,10  ,98 ,164 ,ELECTRONIC F/INJ ,PETROL ,1695 ,4590 ,1600 ,2750 ,1440 ,60 ,Ventilated Disc ,Solid Disc ,Strut system Coil spring ,Torsion beam system Coil spring ,RACK &amp; PINION ,195/65 R15 ,195/65 R15 ,15 ,15 ,RM1 430/month,3.7,-
2837," 2015 Honda CITY 1.5 V (A) Mileage 38,000KM Only",    RM 62 800     ,Used,   Penang   ,"['https://img.rnudah.com/thumbs/91/917826125372826.jpg', 'https://img.rnudah.com/thumbs/91/911826121045793.jpg', 'https://img.rnudah.com/thumbs/91/919826123923882.jpg', 'https://img.rnudah.com/thumbs/91/910826124026892.jpg', 'https://img.rnudah.com/thumbs/91/913826124960786.jpg', 'https://img.rnudah.com/thumbs/91/914826129131603.jpg', 'https://img.rnudah.com/thumbs/91/917826125297553.jpg', 'https://img.rnudah.com/thumbs/91/911826128510141.jpg', 'https://img.rnudah.com/thumbs/91/912826127884143.jpg', 'https://img.rnudah.com/thumbs/91/914826125139069.jpg', 'https://img.rnudah.com/thumbs/91/918826125475836.jpg', 'https://img.rnudah.com/thumbs/91/913826129775132.jpg', 'https://img.rnudah.com/thumbs/91/910826121046927.jpg', 'https://img.rnudah.com/thumbs/91/910826125606583.jpg', 'https://img.rnudah.com/thumbs/91/911826122550211.jpg', 'https://img.rnudah.com/thumbs/91/916826128353925.jpg', 'https://img.rnudah.com/thumbs/91/912826124393756.jpg', 'https://img.rnudah.com/thumbs/06/066910014488408.jpg', 'https://img.rnudah.com/thumbs/06/063910018918451.jpg']",HONDA   ,  35 000 - 39 999  ,CITY   ,5 ,V ,4D SEDAN ,MY2014 , 2015  ,MALAYSIA ,CONTINUOUS VARIABLE,1497 ,10.3  ,88 ,145 ,MULTI POINT F/INJ ,PETROL ,1695 ,4400 ,1477 ,2600 ,1106 ,40 ,DV ,DR ,McSt; ,TB; ,RACK &amp; PINION - POWER ASSISTED ,185/55 R16 ,185/55 R16 ,6Jx16 ,6Jx16 ,RM847/month,3.7,-
2838, 2009 Toyota INNOVA 2.0 E FACELIFT (A),   RM 39 800      ,Used,   Penang   ,"['https://img.rnudah.com/thumbs/66/660727102612024.jpg', 'https://img.rnudah.com/thumbs/66/668727107353365.jpg', 'https://img.rnudah.com/thumbs/66/667727108830046.jpg', 'https://img.rnudah.com/thumbs/66/660727109451508.jpg', 'https://img.rnudah.com/thumbs/66/666727109710734.jpg', 'https://img.rnudah.com/thumbs/66/666727100099573.jpg']",TOYOTA   ,  75 000 - 79 999  ,INNOVA   ,7 ,E ,4D WAGON ,TGN40R-GKPDKE FACELIFT , 2009  ,MALAYSIA ,4 SP AUTOMATIC,1998 ,9.8  ,100 ,182 ,MULTI POINT F/INJ ,PETROL ,1770 ,4580 ,1755 ,2750 ,1570 ,55 ,DV ,DR ,DWB;CS;SB; ,4L;CS;LR; ,RACK &amp; PINION ,205/65 R15 ,205/65 R15 ,6.5Jx15 ,6.5Jx15 ,RM405/month,3.7,-
2839, 2010 Toyota HILUX 2.5 G FACELIFT (A),   RM 55 800      ,Used,   Penang   ,"['https://img.rnudah.com/thumbs/27/277710061590029.jpg', 'https://img.rnudah.com/thumbs/27/270710065191456.jpg', 'https://img.rnudah.com/thumbs/27/274710067808051.jpg', 'https://img.rnudah.com/thumbs/27/275710065735377.jpg', 'https://img.rnudah.com/thumbs/27/277710065061843.jpg']",TOYOTA   ,  90 000 - 94 999  ,HILUX   ,5 ,G ,DUAL CAB PICKUP ,KUN25R-PRPSHE FACELIFT , 2010  ,MALAYSIA ,4 SP AUTOMATIC,2494 ,18.5  ,75 ,260 ,DIESEL TURBO F/INJ ,DIESEL ,1835 ,5255 ,1820 ,3085 ,1865 ,76 ,DV ,DR ,IndDWB;CS;SB; ,LS;RiA; ,RACK &amp; PINION - POWER ASSISTED ,255/70 R15C ,255/70 R15C ,7Jx15 ,7Jx15 ,RM633/month,3.7,-
2840, 1995 or older Proton SAGA 1.5 (A),    RM 1 800     ,Used,   Penang   ,"['https://img.rnudah.com/thumbs/25/253909059884627.jpg', 'https://img.rnudah.com/thumbs/25/258909052501222.jpg', 'https://img.rnudah.com/thumbs/25/256909057734412.jpg', 'https://img.rnudah.com/thumbs/25/252909057397645.jpg', 'https://img.rnudah.com/thumbs/25/250909054107516.jpg', 'https://img.rnudah.com/thumbs/25/253909058200792.jpg', 'https://img.rnudah.com/thumbs/25/255909057527258.jpg']",PROTON   ,  100 000 - 109 999  ,SAGA   ,5 , -,4D SEDAN , -, 1995  ,MALAYSIA ,5 SP AUTOMATIC,1468 ,9.5  ,62 ,109 ,CARB ,PETROL ,1626 ,4048 ,1346 ,2380 ,970 ,45 ,DS ,DR ,McSt;CS;SB ,TA;CS;SB , -,185/60 R14 ,185/60 R14 ,6Jx14 ,6Jx14 ,RM24/month,3.7,-
2841, 2012 Perodua MYVI 1.3 EZi L/Best (A),    RM 26 875     ,Used,   Johor   ,"['https://img.rnudah.com/thumbs/25/252909051096412.jpg', 'https://img.rnudah.com/thumbs/25/259909051562792.jpg', 'https://img.rnudah.com/thumbs/25/252909057935896.jpg', 'https://img.rnudah.com/thumbs/25/257909052340470.jpg', 'https://img.rnudah.com/thumbs/25/250909052470083.jpg', 'https://img.rnudah.com/thumbs/25/250909057238027.jpg', 'https://img.rnudah.com/thumbs/25/253909052703840.jpg', 'https://img.rnudah.com/thumbs/25/254909055786815.jpg']",PERODUA   ,  70 000 - 74 999  ,MYVI   ,5 ,EZi PREMIUM ,4D HATCHBACK , -, 2012  ,MALAYSIA ,4 SP AUTOMATIC,1298 ,10  ,64 ,117 ,ELECTRONIC F/INJ ,PETROL ,1665 ,3690 ,1545 ,2440 ,970 ,40 ,DC ,DR ,McSt;CS; ,TB;CS; ,RACK &amp; PINION ,175/65 R14 ,175/65 R14 ,4.5Jx14 ,4.5Jx14 ,RM363/month,3.7,-
2842, 2013 Toyota CAMRY 2.5 V (A),    RM 83 900     ,Used,   Johor   ,"['https://img.rnudah.com/thumbs/64/645909035150972.jpg', 'https://img.rnudah.com/thumbs/64/643909030177008.jpg', 'https://img.rnudah.com/thumbs/64/648909038156406.jpg', 'https://img.rnudah.com/thumbs/64/642909034529510.jpg', 'https://img.rnudah.com/thumbs/64/643909036032794.jpg', 'https://img.rnudah.com/thumbs/64/640909034219346.jpg', 'https://img.rnudah.com/thumbs/64/641909031758967.jpg', 'https://img.rnudah.com/thumbs/64/643909034348959.jpg', 'https://img.rnudah.com/thumbs/64/642909034141805.jpg', 'https://img.rnudah.com/thumbs/64/642909035929784.jpg', 'https://img.rnudah.com/thumbs/64/640909034919483.jpg', 'https://img.rnudah.com/thumbs/64/642909035542079.jpg', 'https://img.rnudah.com/thumbs/64/649909038675992.jpg', 'https://img.rnudah.com/thumbs/64/647909035385863.jpg', 'https://img.rnudah.com/thumbs/64/644909033572415.jpg']",TOYOTA   ,  80 000 - 84 999  ,CAMRY   ,5 ,V ,4D SEDAN ,XV50 , 2013  ,MALAYSIA ,6 SP AUTO SPR ECT &amp; SQTL,2494 ,9.8  ,133 ,231 ,MULTI POINT F/INJ ,PETROL ,1820 ,4825 ,1470 ,2775 ,1480 ,70 ,DV ,DS ,McSt;SB; ,DuL;SB; ,RACK &amp; PINION - POWER ASSISTED ,215/55 R17 ,215/55 R17 , -, -,RM1 132/month,3.7,-
2843, 2014 Toyota ALPHARD 2.4 240S FACELIFT (A),    RM 163 000     ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/24/245909051947922.jpg', 'https://img.rnudah.com/thumbs/24/246909058994560.jpg', 'https://img.rnudah.com/thumbs/24/249909054564517.jpg', 'https://img.rnudah.com/thumbs/24/241909051611155.jpg', 'https://img.rnudah.com/thumbs/24/242909050134474.jpg', 'https://img.rnudah.com/thumbs/24/244909055704431.jpg', 'https://img.rnudah.com/thumbs/24/246909052751069.jpg', 'https://img.rnudah.com/thumbs/24/248909058321026.jpg', 'https://img.rnudah.com/thumbs/24/240909055367664.jpg', 'https://img.rnudah.com/thumbs/24/242909052414302.jpg', 'https://img.rnudah.com/thumbs/24/247909053554216.jpg', 'https://img.rnudah.com/thumbs/24/249909059124173.jpg']",TOYOTA   ,  35 000 - 39 999  ,ALPHARD   ,7 ,240S ,4D WAGON ,ANH20W FACELIFT , 2014  ,JAPAN ,CONTINUOUS VARIABLE TRANSMISSION,2362 ,9.8  ,125 ,224 ,ELECTRONIC F/INJ ,PETROL ,1830 ,4850 ,1890 ,2950 ,1850 ,65 ,Ventilated Disc ,Solid Disc ,MCPHERSON STRUT TYPE COIL SPRING ,TORSION BEAM TYPE COIL SPRING ,RACK &amp; PINION ,215/65 R16 ,215/65 R16 ,16 ,16 ,RM2 199/month,3.7,-
2844, 2015 toyota vellfire 2.5 zg jbl 4cam full spec,    RM 252 000     ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/24/247908058689330.jpg', 'https://img.rnudah.com/thumbs/24/247908052445839.jpg', 'https://img.rnudah.com/thumbs/24/248908050969158.jpg', 'https://img.rnudah.com/thumbs/24/244908050632391.jpg', 'https://img.rnudah.com/thumbs/24/245908052031531.jpg', 'https://img.rnudah.com/thumbs/24/249908051772305.jpg', 'https://img.rnudah.com/thumbs/24/242908055373732.jpg', 'https://img.rnudah.com/thumbs/24/242908053689897.jpg', 'https://img.rnudah.com/thumbs/24/245908057783173.jpg', 'https://img.rnudah.com/thumbs/24/244908053016363.jpg', 'https://img.rnudah.com/thumbs/24/246908058586320.jpg', 'https://img.rnudah.com/thumbs/24/243908056772872.jpg', 'https://img.rnudah.com/thumbs/24/246908052342829.jpg', 'https://img.rnudah.com/thumbs/24/240908054959424.jpg', 'https://img.rnudah.com/thumbs/24/242908051514213.jpg']",TOYOTA   ,  15 000 - 19 999  ,VELLFIRE   ,7 ,Z G-EDITION ,4D WAGON ,AGH30W , 2015  ,JAPAN ,CONTINUOUS VARIABLE TRANSMISSION,2493 ,9.8  ,125 ,224 ,ELECTRONIC F/INJ ,PETROL ,1830 ,4865 ,1900 ,2950 ,1880 ,65 ,Ventilated Disc ,Solid Disc ,MCPHERSON STRUT TYPE COIL SPRING ,TORSION BEAM TYPE COIL SPRING , -,215/60 R17 ,215/60 R17 ,17 ,17 ,RM3 399/month,3.7,-
2845, 2016 TOYOTA ALPHARD 2.5 S 7 Seater 2Powerdoor,    RM 224 000     ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/20/203904059570843.jpg', 'https://img.rnudah.com/thumbs/20/207904058223775.jpg', 'https://img.rnudah.com/thumbs/20/200904054285581.jpg', 'https://img.rnudah.com/thumbs/20/205904054933646.jpg', 'https://img.rnudah.com/thumbs/20/200904054389725.jpg', 'https://img.rnudah.com/thumbs/20/201904059156535.jpg', 'https://img.rnudah.com/thumbs/20/204904052446664.jpg', 'https://img.rnudah.com/thumbs/20/208904057343087.jpg', 'https://img.rnudah.com/thumbs/20/207904050296449.jpg', 'https://img.rnudah.com/thumbs/20/201904050633216.jpg', 'https://img.rnudah.com/thumbs/20/207904058819768.jpg', 'https://img.rnudah.com/thumbs/20/202904051436363.jpg', 'https://img.rnudah.com/thumbs/20/208904059622915.jpg', 'https://img.rnudah.com/thumbs/20/206904054052958.jpg']",TOYOTA   ,  20 000 - 24 999  ,ALPHARD   ,8 ,S A PACKAGE TYPE BLACK ,4D WAGON ,AGH30W , 2016  ,JAPAN ,CVT Automatic,2493 ,10.4  , -,235 , - ,PETROL ,4915 ,1850 ,1880 ,3000 , -,75 , -, -, -, -, -,215/65R16 98H ,215/65R16 98H , -, -,RM3 022/month,3.7,-
2846, 2007 Toyota VIOS 1.5 G FACELIFT (A),    RM 17 500     ,Used,   Selangor   ,"['https://img.rnudah.com/thumbs/16/164930049595881.jpg', 'https://img.rnudah.com/thumbs/16/161930045010756.jpg', 'https://img.rnudah.com/thumbs/16/165930047627351.jpg', 'https://img.rnudah.com/thumbs/16/167930044673989.jpg', 'https://img.rnudah.com/thumbs/16/168930043197308.jpg', 'https://img.rnudah.com/thumbs/16/160930040243946.jpg', 'https://img.rnudah.com/thumbs/16/160930048767265.jpg', 'https://img.rnudah.com/thumbs/16/164930042860541.jpg', 'https://img.rnudah.com/thumbs/16/165930041383860.jpg', 'https://img.rnudah.com/thumbs/16/166930048430498.jpg', 'https://img.rnudah.com/thumbs/16/169930044000455.jpg', 'https://img.rnudah.com/thumbs/16/161930041047093.jpg', 'https://img.rnudah.com/thumbs/16/162930048093731.jpg', 'https://img.rnudah.com/thumbs/16/163930046617050.jpg', 'https://img.rnudah.com/thumbs/16/165930043663688.jpg', 'https://img.rnudah.com/thumbs/16/167930040710326.jpg', 'https://img.rnudah.com/thumbs/16/162930041850240.jpg', 'https://img.rnudah.com/thumbs/16/168930041513473.jpg', 'https://img.rnudah.com/thumbs/16/162930044130068.jpg', 'https://img.rnudah.com/thumbs/16/167930045269982.jpg', 'https://img.rnudah.com/thumbs/16/169930044596448.jpg']",TOYOTA   ,  130 000 - 139 999  ,VIOS   ,5 ,G ,4D SEDAN ,NCP42R-EEPSKE FACELIFT , 2006  ,MALAYSIA ,4 SP AUTOMATIC,1497 ,10.5  ,80 ,142 ,MULTI POINT F/INJ ,PETROL ,1695 ,4285 ,1435 ,2500 ,980 ,45 ,DV ,DS ,McSt;SB; ,TB;SB; ,RACK &amp; PINION ,185/55 R15 ,185/55 R15 ,5.5Jx15 ,5.5Jx15 ,RM236/month,3.7,-
2847, 2016 lexus nx200t 2.0 turbo f-sport full spec,    RM 249 000     ,Recon,   Kuala Lumpur   ,"['https://img.rnudah.com/thumbs/16/166930047817035.jpg', 'https://img.rnudah.com/thumbs/16/167930046340354.jpg', 'https://img.rnudah.com/thumbs/16/161930040433630.jpg', 'https://img.rnudah.com/thumbs/16/161930048956949.jpg', 'https://img.rnudah.com/thumbs/16/164930044526906.jpg', 'https://img.rnudah.com/thumbs/16/165930043050225.jpg', 'https://img.rnudah.com/thumbs/16/166930041573544.jpg', 'https://img.rnudah.com/thumbs/16/167930048620182.jpg', 'https://img.rnudah.com/thumbs/16/160930044190139.jpg', 'https://img.rnudah.com/thumbs/16/167930042376691.jpg', 'https://img.rnudah.com/thumbs/16/168930040900010.jpg', 'https://img.rnudah.com/thumbs/16/169930047946648.jpg', 'https://img.rnudah.com/thumbs/16/165930047609881.jpg', 'https://img.rnudah.com/thumbs/16/163930041548075.jpg', 'https://img.rnudah.com/thumbs/16/166930045641351.jpg', 'https://img.rnudah.com/thumbs/16/168930042687989.jpg', 'https://img.rnudah.com/thumbs/16/160930048257946.jpg', 'https://img.rnudah.com/thumbs/16/168930049527473.jpg', 'https://img.rnudah.com/thumbs/16/168930041004154.jpg', 'https://img.rnudah.com/thumbs/16/162930049864240.jpg']",LEXUS   ,  20 000 - 24 999  ,NX200   ,5 ,T F-SPORT ,4D WAGON ,AGZ15R-AWTLTQ , 2016  ,JAPAN ,6 SP AUTOMATIC,1998 ,10  ,173 ,350 ,TWIN TURBO DIRECT FI ,PETROL ,1870 ,4630 ,1630 ,2660 ,0 ,56 ,DV ,DS ,McSt; ,McSt;DWB; ,RACK &amp; PINION - POWER ASSISTED ,225/60 R18 ,225/60 R18 ,18 ,18 ,RM3 359/month,3.7,-
